source_level,source_subtype,source_official,source_gad_status,mimu_pcode,parent_pcode,coremap_id,candidate_coremap_ids,current_name,target_name_en,target_name_my,current_parent_id,current_parent_name,target_parent_id,target_parent_name,match_method,geometry_overlap_evidence,proposed_geometry_source,proposed_action,confidence_score,review_reason,core_geom_md5_before
ward_village_tract,ward,True,Active,MMR009013701502,MMR009013,,,,Myo Ma Ward,မြို့မရပ်ကွက်,,,7090,အထက်မင်းလှမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39186059:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39186059,
ward_village_tract,ward,True,Active,MMR010003701511,MMR010003,,,,Tet Ka Tho Ward,တက္ကသိုလ်ရပ်ကွက်,,,6259,မဟာအောင်မြေ,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39097299:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39097299,
ward_village_tract,ward,True,Active,MMR010005701516,MMR010005,,,,(Za Myin Zwe) Ward,(ဈ) ရပ်ကွက်,,,6203,ပြည်ကြီးတံခွန်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39097859:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39097859,
ward_village_tract,ward,True,Active,MMR011001701515,MMR011001,,,,Zay Kyo Ward,ဈေးကြိုရပ်ကွက်,,,5070,မော်လမြိုင်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39155051:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39155051,
ward_village_tract,ward,True,Active,MMR011001701526,MMR011001,,,,Naung Kha Ri Ward,နောင်ခရီရပ်ကွက်,,,5070,မော်လမြိုင်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39155037:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39155037,
ward_village_tract,ward,True,Active,MMR011001701529,MMR011001,,,,Nyaung Pin Seik Ward,ညောင်ပင်ဆိပ်ရပ်ကွက်,,,5070,မော်လမြိုင်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39155091:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39155091,
ward_village_tract,ward,True,Active,MMR013002701514,MMR013002,,,,Kyan Khin Su Ward,ကြံခင်းစုရပ်ကွက်,,,5801,မင်္ဂလာဒုံ,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39344973:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39344973,
ward_village_tract,ward,True,Active,MMR013002702510,MMR013002,,,,Lan Son Paing Ward,လမ်းဆုံပိုင်းရပ်ကွက်,,,5801,မင်္ဂလာဒုံ,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39344935:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39344935,
ward_village_tract,ward,True,Active,MMR013002702511,MMR013002,,,,Zay Paing Ward,စျေးပိုင်းရပ်ကွက်,,,5801,မင်္ဂလာဒုံ,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39344937:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39344937,
ward_village_tract,ward,True,Active,MMR013002702512,MMR013002,,,,Ywar Ma Paing Ward,ရွာမပိုင်းရပ်ကွက်,,,5801,မင်္ဂလာဒုံ,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39344921:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39344921,
ward_village_tract,ward,True,Active,MMR013009701527,MMR013009,,,,Thu Wa Na - (24) Ward,သုဝဏ္ဏ - (၂၄) ရပ်ကွက်,,,5344,သင်္ဃန်းကျွန်း,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39325831:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39325831,
ward_village_tract,ward,True,Active,MMR013009701528,MMR013009,,,,Thu Wa Na - (25) Ward,သုဝဏ္ဏ - (၂၅) ရပ်ကွက်,,,5344,သင်္ဃန်းကျွန်း,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39325827:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39325827,
ward_village_tract,ward,True,Active,MMR013009701529,MMR013009,,,,Thu Wa Na - (29) Ward,သုဝဏ္ဏ - (၂၉) ရပ်ကွက်,,,5344,သင်္ဃန်းကျွန်း,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39325829:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39325829,
ward_village_tract,ward,True,Active,MMR013011701513,MMR013011,,,,No (15) Ward,အမှတ် (၁၅) ရပ်ကွက်,,,5267,တောင်ဥက္ကလာပ,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39325473:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39325473,
ward_village_tract,ward,True,Active,MMR013017701511,MMR013017,,,,Seik Kan Mi Thar Su Yeik Thar Ward,ဆိပ်ကမ်းမိသားစုရိပ်သာရပ်ကွက်,,,5446,ဗိုလ်တထောင်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39262205:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39262205,
ward_village_tract,ward,True,Active,MMR013018701540,MMR013018,,,,Ywar Thar Gyi (South) Ward,ရွာသာကြီး (တောင်ပိုင်း) ရပ်ကွက်,,,5231,ဒဂုံမြို့သစ်တောင်ပိုင်း,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39331953:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39331953,
ward_village_tract,ward,True,Active,MMR013018701541,MMR013018,,,,Thone Gwa (South) Ward,သုံးခွ (တောင်ပိုင်း) ရပ်ကွက်,,,5231,ဒဂုံမြို့သစ်တောင်ပိုင်း,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39331945:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39331945,
ward_village_tract,ward,True,Active,MMR013018701542,MMR013018,,,,Lay Daunt Kan (South) Ward,လေးဒေါင့်ကန် (တောင်ပိုင်း) ရပ်ကွက်,,,5231,ဒဂုံမြို့သစ်တောင်ပိုင်း,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39331941:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39331941,
ward_village_tract,ward,True,Active,MMR013018701543,MMR013018,,,,Saik Pyo Mway Myu Yay No.(1) Ward,စိုက်ပျိုးမွေးမြူရေး အမှတ် (၁)  ရပ်ကွက်,,,5231,ဒဂုံမြို့သစ်တောင်ပိုင်း,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39331943:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39331943,
ward_village_tract,ward,True,Active,MMR013018701544,MMR013018,,,,Shan Te Gyi (South) Ward,ရှမ်းတဲကြီး (တောင်ပိုင်း) ရပ်ကွက်,,,5231,ဒဂုံမြို့သစ်တောင်ပိုင်း,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39331939:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39331939,
ward_village_tract,ward,True,Active,MMR013021701501,MMR013021,,,,No (58) Ward,အမှတ် (၅၈) ရပ်ကွက်,,,5213,ဒဂုံဆိပ်ကမ်း,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39339121:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39339121,
ward_village_tract,ward,True,Active,MMR013021701532,MMR013021,,,,No (149) Ward,အမှတ် (၁၄၉) ရပ်ကွက်,,,5213,ဒဂုံဆိပ်ကမ်း,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39339087:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39339087,
ward_village_tract,ward,True,Active,MMR013021701533,MMR013021,,,,No (150) Ward,အမှတ် (၁၅၀) ရပ်ကွက်,,,5213,ဒဂုံဆိပ်ကမ်း,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39339083:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39339083,
ward_village_tract,ward,True,Active,MMR013021701534,MMR013021,,,,No (151) Ward,အမှတ် (၁၅၁) ရပ်ကွက်,,,5213,ဒဂုံဆိပ်ကမ်း,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39339085:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39339085,
ward_village_tract,ward,True,Active,MMR013037701502,MMR013037,,,,Saw Yan Paing_West Ward,စောရန်ပိုင်အနောက်ရပ်ကွက်,,,5494,အလုံ,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39261853:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39261853,
ward_village_tract,ward,True,Active,MMR013037701503,MMR013037,,,,Saw Yan Paing_East Ward,စောရန်ပိုင်(အရှေ့) ရပ်ကွက်,,,5494,အလုံ,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39261855:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39261855,
ward_village_tract,ward,True,Active,MMR013037701504,MMR013037,,,,Saw Yan Paing_South Ward,စောရန်ပိုင်တောင်ရပ်ကွက်,,,5494,အလုံ,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39261857:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39261857,
ward_village_tract,ward,True,Active,MMR013037701506,MMR013037,,,,Saw Yan Paing_North Ward,စောရန်ပိုင်မြောက်ရပ်ကွက်,,,5494,အလုံ,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39261865:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39261865,
ward_village_tract,ward,True,Active,MMR013038701501,MMR013038,,,,Tha Yet Taw (North) Ward,သရက်တော (မြောက်) ရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317873:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317873,
ward_village_tract,ward,True,Active,MMR013038701502,MMR013038,,,,Tha Yet Taw (South) Ward,သရက်တော (တောင်) ရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317877:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317877,
ward_village_tract,ward,True,Active,MMR013038701503,MMR013038,,,,Thar Du (East) Ward,သာဓု (အရှေ့) ရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317879:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317879,
ward_village_tract,ward,True,Active,MMR013038701504,MMR013038,,,,Thar Du (West) Ward,သာဓု (အနောက်) ရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317875:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317875,
ward_village_tract,ward,True,Active,MMR013038701505,MMR013038,,,,Ma Gyi Tan (North/East) Ward,မကျည်းတန်း (မြောက်/အရှေ့) ရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317883:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317883,
ward_village_tract,ward,True,Active,MMR013038701506,MMR013038,,,,Ma Gyi Tan (North/West) Ward,မကျည်းတန်း (မြောက်/အနောက်) ရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317881:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317881,
ward_village_tract,ward,True,Active,MMR013038701507,MMR013038,,,,Ma Gyi Tan (South/East) Ward,မကျည်းတန်း (တောင်/အရှေ့) ရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317887:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317887,
ward_village_tract,ward,True,Active,MMR013038701508,MMR013038,,,,Ma Gyi Tan (South/West) Ward,မကျည်းတန်း (တောင်/အနောက်) ရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317885:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317885,
ward_village_tract,ward,True,Active,MMR013038701509,MMR013038,,,,Zay Gyi (East) Ward,ဈေးကြီး (အရှေ့) ရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317889:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317889,
ward_village_tract,ward,True,Active,MMR013038701510,MMR013038,,,,Zay Gyi (West) Ward,ဈေးကြီး (အနောက်) ရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317891:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317891,
ward_village_tract,ward,True,Active,MMR013038701511,MMR013038,,,,Oe Bo Ward,အိုးဘိုရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317893:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317893,
ward_village_tract,ward,True,Active,MMR013038701512,MMR013038,,,,Baw Ga Ward,ဘောဂရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317897:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317897,
ward_village_tract,ward,True,Active,MMR013038701513,MMR013038,,,,Zay Ka Lay Ward,ဈေးကလေးရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317895:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317895,
ward_village_tract,ward,True,Active,MMR013038701514,MMR013038,,,,Pan Hlaing Ward,ပန်းလှိုင်ရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317899:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317899,
ward_village_tract,ward,True,Active,MMR013038701515,MMR013038,,,,Htee Tan Set Myay Ward,ထီးတန်းစက်မြေရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317907:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317907,
ward_village_tract,ward,True,Active,MMR013038701516,MMR013038,,,,Kayin Ah Myo Thar Ward,ကရင်အမျိုးသားရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317901:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317901,
ward_village_tract,ward,True,Active,MMR013038701517,MMR013038,,,,Say Yoe Tan Nyein Chan Yay Ward,ဆေးရိုးတန်းငြိမ်းချမ်းရေးရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317905:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317905,
ward_village_tract,ward,True,Active,MMR013038701518,MMR013038,,,,Thi Dar Ward,သီတာရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317871:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317871,
ward_village_tract,ward,True,Active,MMR013038701519,MMR013038,,,,Aye Ywar Ba Loke Nyut Set Ka Lay Ward,အေးရွာဘလုတ်ညွန့်စက်ကလေးရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317865:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317865,
ward_village_tract,ward,True,Active,MMR013038701520,MMR013038,,,,Set San Auk Yon Ah Lat Chaung Ward,စက်ဆန်းအောက်ရုံအလတ်ချောင်းရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317867:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317867,
ward_village_tract,ward,True,Active,MMR013038701521,MMR013038,,,,Seik Gyi U Mya Ngar Sin Ward,ဆိပ်ကြီးဦးမြငါးစင်ရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317869:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317869,
ward_village_tract,ward,True,Active,MMR013038701522,MMR013038,,,,War Yon Seik/Aye Ywar (West) Ward,ဝါးရုံဆိပ်/အေးရွာ (အနောက်) ရပ်ကွက်,,,,,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39317903:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39317903,
ward_village_tract,ward,True,Active,MMR013044701501,MMR013044,,,,Myo Ma Ward,မြို့မရပ်ကွက်,,,5565,ဗဟန်း,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39318213:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39318213,
ward_village_tract,ward,True,Active,MMR013044701519,MMR013044,,,,Bo Cho No (1) Ward,ဗိုလ်ချိုအမှတ် (၁) ရပ်ကွက်,,,5565,ဗဟန်း,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39318199:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39318199,
ward_village_tract,ward,True,Active,MMR013044701520,MMR013044,,,,Bo Cho No (2) Ward,ဗိုလ်ချိုအမှတ် (၂) ရပ်ကွက်,,,5565,ဗဟန်း,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39318197:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39318197,
ward_village_tract,ward,True,Active,MMR013044701521,MMR013044,,,,Sa Yar San Ward,ဆရာစံရပ်ကွက်,,,5565,ဗဟန်း,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39318171:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39318171,
ward_village_tract,ward,True,Active,MMR015009701501,MMR015009,,,,Christan Ward,ခရစ်ယာန်ရပ်ကွက်,,,6600,မူဆယ်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39824139:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39824139,
ward_village_tract,ward,True,Active,MMR015009701502,MMR015009,,,,Zay Ward,ဈေးရပ်ကွက်,,,6600,မူဆယ်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39824141:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39824141,
ward_village_tract,ward,True,Active,MMR015009701503,MMR015009,,,,Taung Ward,တောင်ရပ်ကွက်,,,6600,မူဆယ်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39824143:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39824143,
ward_village_tract,ward,True,Active,MMR015009701504,MMR015009,,,,Ho Mun Ward,ဟိုမွန်ရပ်ကွက်,,,6600,မူဆယ်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39824149:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39824149,
ward_village_tract,ward,True,Active,MMR015009701505,MMR015009,,,,Myauk Ward,မြောက်ရပ်ကွက်,,,6600,မူဆယ်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39824147:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39824147,
ward_village_tract,ward,True,Active,MMR015009701506,MMR015009,,,,Kawng Nawng Ward,ကောင်းနောင်ရပ်ကွက်,,,6600,မူဆယ်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39824145:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39824145,
ward_village_tract,ward,True,Active,MMR015009701507,MMR015009,,,,Sum Taw Ward,စွမ်တော်ရပ်ကွက်,,,6600,မူဆယ်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39824153:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39824153,
ward_village_tract,ward,True,Active,MMR015009701508,MMR015009,,,,Taw Ywet Ward,တော်ရွက်ရပ်ကွက်,,,6600,မူဆယ်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39824137:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39824137,
ward_village_tract,ward,True,Active,MMR015009701509,MMR015009,,,,Kawng Hmu Ton Ward,ကောင်းမူးတုံရပ်ကွက်,,,6600,မူဆယ်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39824151:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39824151,
ward_village_tract,ward,True,Active,MMR015021701501,MMR015021,,,,Ho Pang Ward,ဟိုပန်ရပ်ကွက်,,,6432,ပန်လုံမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39806977:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39806977,
ward_village_tract,ward,True,Active,MMR015021701502,MMR015021,,,,Kawng Hone Ward,ကောင်းဟုန်းရပ်ကွက်,,,6432,ပန်လုံမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39806973:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39806973,
ward_village_tract,ward,True,Active,MMR015021701503,MMR015021,,,,Man Khun Ward,မန်ခွန်ရပ်ကွက်,,,6432,ပန်လုံမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39806963:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39806963,
ward_village_tract,ward,True,Active,MMR015021701504,MMR015021,,,,Zay Ward,ဈေးရပ်ကွက်,,,6432,ပန်လုံမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39806965:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39806965,
ward_village_tract,ward,True,Active,MMR015021701505,MMR015021,,,,Pang Long Lan Ward,ပန်လုံလမ်းရပ်ကွက်,,,6432,ပန်လုံမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39806967:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39806967,
ward_village_tract,ward,True,Active,MMR015021701506,MMR015021,,,,Yone Kone Ward,ရုံးကုန်းရပ်ကွက်,,,6432,ပန်လုံမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39806975:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39806975,
